Region,Confirmed,Recovered/Migrated,Deceased
Andhra Pradesh,83.0,0.0,0.0
Andaman and Nicobar Islands,10.0,1.0,0.0
Assam,1.0,0.0,0.0
Bihar,23.0,0.0,1.0
Chandigarh,16.0,0.0,0.0
Chhattisgarh,9.0,2.0,0.0
Delhi,152.0,6.0,2.0
Goa,5.0,0.0,0.0
Gujarat,82.0,5.0,6.0
Haryana,43.0,21.0,0.0
Himachal Pradesh,3.0,0.0,1.0
Jammu and Kashmir,62.0,2.0,2.0
Jharkhand,1.0,0.0,0.0
Karnataka,101.0,8.0,3.0
Kerala,241.0,23.0,2.0
Ladakh,13.0,3.0,0.0
Madhya Pradesh,66.0,0.0,3.0
Maharashtra,302.0,39.0,9.0
Manipur,1.0,0.0,0.0
Mizoram,1.0,0.0,0.0
Odisha,4.0,0.0,0.0
Puducherry,3.0,1.0,0.0
Punjab,42.0,1.0,3.0
Rajasthan,93.0,3.0,0.0
Tamil Nadu,234.0,6.0,1.0
Telengana,96.0,1.0,3.0
Uttarakhand,7.0,2.0,0.0
Uttar Pradesh,103.0,14.0,2.0
West Bengal,37.0,6.0,3.0
National Total,1834.0,144.0,41.0
