Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,33.0,15.0,0.0
Andhra Pradesh,1332.0,287.0,31.0
Arunachal Pradesh,1.0,1.0,0.0
Assam,38.0,29.0,1.0
Bihar,392.0,65.0,2.0
Chandigarh,56.0,17.0,0.0
Chhattisgarh,38.0,34.0,0.0
Delhi,3439.0,1092.0,56.0
Goa,7.0,7.0,0.0
Gujarat,4082.0,527.0,197.0
Haryana,310.0,209.0,3.0
Himachal Pradesh,40.0,25.0,1.0
Jammu and Kashmir,581.0,192.0,8.0
Jharkhand,107.0,19.0,3.0
Karnataka,535.0,216.0,21.0
Kerala,495.0,369.0,4.0
Ladakh,22.0,16.0,0.0
Madhya Pradesh,2561.0,461.0,129.0
Maharashtra,9915.0,1593.0,432.0
Manipur,2.0,2.0,0.0
Meghalaya,12.0,0.0,1.0
Mizoram,1.0,0.0,0.0
Odisha,125.0,39.0,1.0
Puducherry,8.0,3.0,0.0
Punjab,357.0,90.0,19.0
Rajasthan,2438.0,768.0,51.0
Tamil Nadu,2162.0,1210.0,27.0
Telangana,1012.0,367.0,26.0
Tripura,2.0,2.0,0.0
Uttarakhand,55.0,36.0,0.0
Uttar Pradesh,2134.0,510.0,39.0
West Bengal,758.0,124.0,22.0
National Total,33050.0,8325.0,1074.0
