Region,Confirmed,Recovered/Migrated,Deceased
Andhra Pradesh,363.0,7.0,6.0
Andaman and Nicobar Islands,11.0,0.0,0.0
Arunachal Pradesh,1.0,0.0,0.0
Assam,29.0,0.0,1.0
Bihar,60.0,0.0,1.0
Chandigarh,18.0,7.0,0.0
Chhattisgarh,18.0,9.0,0.0
Delhi,903.0,25.0,13.0
Goa,7.0,1.0,0.0
Gujarat,308.0,31.0,19.0
Haryana,177.0,29.0,3.0
Himachal Pradesh,28.0,6.0,1.0
Jammu and Kashmir,207.0,6.0,4.0
Jharkhand,14.0,0.0,1.0
Karnataka,207.0,31.0,6.0
Kerala,364.0,123.0,2.0
Ladakh,15.0,10.0,0.0
Madhya Pradesh,435.0,0.0,33.0
Maharashtra,1574.0,188.0,110.0
Manipur,2.0,1.0,0.0
Mizoram,1.0,0.0,0.0
Odisha,48.0,2.0,1.0
Puducherry,5.0,1.0,0.0
Punjab,132.0,5.0,11.0
Rajasthan,553.0,21.0,3.0
Tamil Nadu,911.0,44.0,8.0
Telangana,473.0,43.0,7.0
Tripura,1.0,0.0,0.0
Uttarakhand,35.0,5.0,0.0
Uttar Pradesh,431.0,32.0,4.0
West Bengal,116.0,16.0,5.0
National Total,7447.0,643.0,239.0
